time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
4.66,"(-0.0675804, -0.020783, -5.93077e-06)","(0.960972, -0.261552, -0.0901306)","(0.275917, 0.932574, 0.232758)","(0.0228326, -0.248884, 0.968264)","(0.960231, -0.278118, -0.0246432)","(0.275917, 0.932574, 0.232758)","(-0.0417309, -0.229463, 0.972422)","(0.275917, 0.932574, 0.232758)","(-0.168318, -0.984525, 0.0487834)","(-0.14791, -0.968516, 0.200246)","(0.636418, -0.428384, 0.641451)","(-0.85101, 0.0441997, 0.523287)","(-0.0755425, -0.991328, -0.107525)","(0.15348, -0.983741, 0.0932553)","(-0.0281373, -0.913643, -0.405543)","(0.395259, -0.80348, -0.445185)",0
4.70,"(-0.0624955, -0.0209941, -1.02567e-05)","(0.969521, -0.235488, -0.0676369)","(0.244807, 0.942697, 0.226696)","(0.0102685, -0.236817, 0.9715)","(0.969434, -0.242018, -0.0403211)","(0.244807, 0.942697, 0.226696)","(-0.0163763, -0.228094, 0.973501)","(0.244807, 0.942697, 0.226696)","(-0.374164, -0.921344, 0.105484)","(-0.00103517, -0.943754, 0.330646)","(0.577751, -0.380774, 0.721952)","(-0.674239, 0.093957, 0.732512)","(-0.0829585, -0.990997, -0.105088)","(0.151739, -0.984681, 0.0859038)","(-0.0501681, -0.906339, -0.419562)","(0.381555, -0.807861, -0.449194)",0
4.74,"(-0.0569121, -0.0201486, -1.05246e-05)","(0.97886, -0.199108, -0.0467829)","(0.204529, 0.951929, 0.228033)","(-0.000827597, -0.232857, 0.972511)","(0.978779, -0.195788, -0.0604808)","(0.204529, 0.951929, 0.228033)","(0.0129929, -0.23548, 0.971792)","(0.204529, 0.951929, 0.228033)","(-0.572422, -0.803799, 0.161988)","(0.220164, -0.87442, 0.432338)","(0.484588, -0.382289, 0.786784)","(-0.462387, 0.0796936, 0.88309)","(-0.0943403, -0.990088, -0.104042)","(0.146177, -0.986872, 0.0686725)","(-0.0788565, -0.899575, -0.42959)","(0.3584, -0.821572, -0.443361)",0
4.76,"(-0.0495449, -0.0192991, -1.2308e-05)","(0.986513, -0.159511, -0.0367185)","(0.163681, 0.960538, 0.22489)","(-0.000938089, -0.22782, 0.973703)","(0.986427, -0.15611, -0.0508975)","(0.163681, 0.960538, 0.22489)","(0.0134009, -0.23031, 0.973025)","(0.163681, 0.960538, 0.22489)","(-0.668132, -0.701581, 0.247756)","(0.415918, -0.781827, 0.464498)","(0.24945, -0.477795, 0.842311)","(-0.399004, -0.050942, 0.915533)","(-0.126149, -0.989745, -0.0670238)","(0.136835, -0.989801, 0.0396349)","(-0.0909564, -0.905594, -0.414279)","(0.31636, -0.835851, -0.448631)",0
4.80,"(-0.0421489, -0.0186867, -1.49571e-05)","(0.992829, -0.115753, -0.0298501)","(0.119284, 0.971538, 0.204659)","(0.00423481, -0.2064, 0.978459)","(0.992651, -0.112886, -0.0436008)","(0.119284, 0.971538, 0.204659)","(0.0181641, -0.207984, 0.977964)","(0.119284, 0.971538, 0.204659)","(-0.704852, -0.663796, 0.250119)","(0.564504, -0.710603, 0.419975)","(-0.025044, -0.575631, 0.817326)","(-0.280708, -0.266858, 0.921949)","(-0.153663, -0.987618, -0.0316052)","(0.12169, -0.992549, -0.00622164)","(-0.101661, -0.912139, -0.397074)","(0.254816, -0.858919, -0.444215)",0
4.84,"(-0.0358326, -0.0182126, -1.73556e-05)","(0.996727, -0.0762424, -0.0268634)","(0.0797965, 0.979596, 0.184455)","(0.011669, -0.185809, 0.982517)","(0.996539, -0.0743423, -0.0371892)","(0.0797965, 0.979596, 0.184455)","(0.0221365, -0.18654, 0.982198)","(0.0797965, 0.979596, 0.184455)","(-0.721501, -0.65484, 0.22499)","(0.633494, -0.669613, 0.38769)","(-0.261732, -0.621028, 0.738797)","(-0.141652, -0.457664, 0.877769)","(-0.178222, -0.983988, 0.00231544)","(0.106514, -0.993192, -0.0471558)","(-0.113419, -0.915984, -0.38485)","(0.193227, -0.872209, -0.449349)",0
4.86,"(-0.0304595, -0.0178051, -2.04723e-05)","(0.998397, -0.0482228, -0.0296192)","(0.0526673, 0.983456, 0.173321)","(0.0208108, -0.174537, 0.984431)","(0.998016, -0.0457928, -0.0432191)","(0.0526673, 0.983456, 0.173321)","(0.034605, -0.17519, 0.983926)","(0.0526673, 0.983456, 0.173321)","(-0.758338, -0.649952, 0.0498573)","(0.682206, -0.704211, 0.196677)","(-0.378155, -0.743706, 0.551272)","(0.0100414, -0.691254, 0.722542)","(-0.179629, -0.98343, -0.024474)","(0.0913821, -0.991638, -0.0911266)","(-0.121461, -0.91223, -0.391259)","(0.159596, -0.88164, -0.444116)",0
4.90,"(-0.0270236, -0.0178684, -2.21076e-05)","(0.998906, -0.0312834, -0.0347457)","(0.0381799, 0.977774, 0.206155)","(0.0281538, -0.20714, 0.977906)","(0.998876, -0.0319585, -0.0350129)","(0.0381799, 0.977774, 0.206155)","(0.0282578, -0.207321, 0.977865)","(0.0381799, 0.977774, 0.206155)","(-0.759703, -0.63544, -0.138083)","(0.664364, -0.747374, 0.00730587)","(-0.299035, -0.871026, 0.389733)","(0.0937217, -0.825696, 0.556275)","(-0.152855, -0.986937, -0.0509073)","(0.0840568, -0.990505, -0.108782)","(-0.103121, -0.909676, -0.402314)","(0.163909, -0.874566, -0.456363)",0
4.94,"(-0.0249739, -0.0179798, -2.05999e-05)","(0.999119, -0.012239, -0.0401493)","(0.0226373, 0.965786, 0.25835)","(0.0365075, -0.258945, 0.965202)","(0.999316, -0.0147822, -0.0338942)","(0.0226373, 0.965786, 0.25835)","(0.0297992, -0.259039, 0.965407)","(0.0226373, 0.965786, 0.25835)","(-0.738119, -0.593152, -0.321482)","(0.60504, -0.772882, -0.191258)","(-0.164312, -0.952011, 0.258219)","(0.174299, -0.91086, 0.374105)","(-0.0884467, -0.992637, -0.0827552)","(0.072945, -0.990138, -0.119606)","(-0.0484399, -0.89819, -0.436931)","(0.179595, -0.868931, -0.461198)",0
4.96,"(-0.0249739, -0.0179798, -2.05999e-05)","(0.998968, 0.009235, -0.0444669)","(0.00511422, 0.951266, 0.30833)","(0.0455292, -0.308111, 0.95026)","(0.999617, 0.00380351, -0.0274223)","(0.00511422, 0.951266, 0.30833)","(0.0276302, -0.308204, 0.950919)","(0.00511422, 0.951266, 0.30833)","(-0.715727, -0.614694, -0.331491)","(0.52071, -0.822664, -0.228222)","(0.0581047, -0.950626, 0.304851)","(0.255985, -0.898528, 0.356538)","(0.00727792, -0.996101, -0.0879169)","(0.0577283, -0.991367, -0.117723)","(0.0233125, -0.885886, -0.463317)","(0.188965, -0.865744, -0.463443)",0
5.00,"(-0.0220754, -0.0185531, -1.15004e-05)","(0.998431, 0.0286974, -0.048084)","(-0.0117136, 0.946463, 0.322599)","(0.0546923, -0.321403, 0.945362)","(0.998926, 0.0254416, -0.038716)","(-0.0117136, 0.946463, 0.322599)","(0.044776, -0.321596, 0.945818)","(-0.0117136, 0.946463, 0.322599)","(-0.704816, -0.668565, -0.237184)","(0.433726, -0.861066, -0.26542)","(0.272928, -0.861089, 0.428995)","(0.338571, -0.875215, 0.345497)","(0.0792783, -0.989922, -0.11734)","(0.0388281, -0.991863, -0.121244)","(0.0730745, -0.868321, -0.490589)","(0.191867, -0.878101, -0.438321)",1
5.04,"(-0.0220754, -0.0185531, -1.15004e-05)","(0.997512, 0.0445698, -0.0546241)","(-0.0250361, 0.947896, 0.317593)","(0.0658598, -0.315388, 0.946675)","(0.997494, 0.0445444, -0.0549718)","(-0.0250361, 0.947896, 0.317593)","(0.0661787, -0.315282, 0.946688)","(-0.0250361, 0.947896, 0.317593)","(-0.677572, -0.729967, -0.0896945)","(0.360705, -0.889121, -0.281702)","(0.447978, -0.726014, 0.521747)","(0.40725, -0.843329, 0.350634)","(0.116192, -0.982453, -0.145896)","(0.0264673, -0.991275, -0.129129)","(0.0979244, -0.862061, -0.497254)","(0.193159, -0.890342, -0.412287)",0
5.06,"(-0.0220754, -0.0185531, -1.15004e-05)","(0.995457, 0.0559936, -0.0770056)","(-0.030475, 0.952467, 0.303112)","(0.0903305, -0.299414, 0.949838)","(0.993823, 0.060833, -0.0928165)","(-0.030475, 0.952467, 0.303112)","(0.10686, -0.29845, 0.948424)","(-0.030475, 0.952467, 0.303112)","(-0.6034, -0.794862, 0.0640452)","(0.302626, -0.905565, -0.297269)","(0.537253, -0.531783, 0.654649)","(0.406949, -0.847769, 0.340117)","(0.119931, -0.978879, -0.165569)","(0.0242343, -0.989476, -0.142651)","(0.10337, -0.857846, -0.503404)","(0.187833, -0.888948, -0.417721)",0
5.10,"(-0.0220754, -0.0185531, -1.15004e-05)","(0.993931, 0.0622505, -0.0906988)","(-0.03163, 0.950887, 0.307917)","(0.105459, -0.303208, 0.947071)","(0.990812, 0.0701972, -0.115604)","(-0.03163, 0.950887, 0.307917)","(0.131596, -0.301468, 0.944351)","(-0.03163, 0.950887, 0.307917)","(-0.506983, -0.841503, 0.18666)","(0.264858, -0.911967, -0.313316)","(0.515846, -0.293593, 0.804802)","(0.359032, -0.862434, 0.356798)","(0.123464, -0.979663, -0.158168)","(0.0165265, -0.987625, -0.155959)","(0.115815, -0.856224, -0.503455)","(0.200179, -0.824612, -0.529097)",0
5.14,"(-0.022284, -0.0148685, 1.32267e-05)","(0.993791, 0.0604174, -0.0934262)","(-0.0278386, 0.946413, 0.321758)","(0.107844, -0.317136, 0.942228)","(0.988995, 0.0725663, -0.128929)","(-0.0278386, 0.946413, 0.321758)","(0.145384, -0.314641, 0.938011)","(-0.0278386, 0.946413, 0.321758)","(-0.372725, -0.880554, 0.292747)","(0.230597, -0.91106, -0.341753)","(0.40661, 0.00974311, 0.91355)","(0.286582, -0.898277, 0.333119)","(0.126289, -0.980857, -0.148224)","(-0.0270961, -0.984256, -0.174658)","(0.12717, -0.862422, -0.489955)","(0.228394, -0.664829, -0.711223)",0
5.16,"(-0.0227605, -0.00923955, 1.1846e-05)","(0.996415, 0.0433561, -0.0726486)","(-0.0161806, 0.93958, 0.341948)","(0.0829621, -0.33925, 0.937031)","(0.989742, 0.063612, -0.127926)","(-0.0161806, 0.93958, 0.341948)","(0.141827, -0.336449, 0.93096)","(-0.0161806, 0.93958, 0.341948)","(-0.298033, -0.895112, 0.331588)","(0.215717, -0.893085, -0.394798)","(0.285987, 0.213392, 0.934171)","(0.241656, -0.933074, 0.266413)","(0.130481, -0.980714, -0.145516)","(-0.101502, -0.979237, -0.175479)","(0.13137, -0.877034, -0.462118)","(0.271208, -0.465995, -0.842197)",0
5.20,"(-0.023051, -0.00324289, 7.19046e-06)","(0.998553, 0.0134991, -0.0520502)","(0.00505028, 0.944167, 0.329427)","(0.0541804, -0.328681, 0.942885)","(0.990433, 0.0408667, -0.131808)","(0.00505029, 0.944167, 0.329427)","(0.138518, -0.326851, 0.934869)","(0.00505029, 0.944167, 0.329427)","(-0.278816, -0.898767, 0.338348)","(0.211664, -0.881353, -0.422391)","(0.208469, 0.260493, 0.942701)","(0.187607, -0.962034, 0.198225)","(0.136204, -0.982105, -0.130073)","(-0.204066, -0.977486, -0.0536505)","(0.123426, -0.89235, -0.434141)","(0.301962, -0.324497, -0.896393)",0
5.24,"(-0.0232125, 0.00322921, -1.93951e-06)","(0.999298, -0.0149842, -0.0343499)","(0.0254086, 0.951953, 0.305187)","(0.0286489, -0.305531, 0.951751)","(0.990608, 0.0174135, -0.13562)","(0.0254086, 0.951953, 0.305187)","(0.134997, -0.305531, 0.942564)","(0.0254086, 0.951953, 0.305187)","(-0.30579, -0.891184, 0.335087)","(0.209981, -0.875637, -0.434934)","(0.181707, 0.24243, 0.953001)","(0.141255, -0.974298, 0.175472)","(0.141928, -0.983964, -0.108034)","(-0.271671, -0.960186, 0.0651044)","(0.113796, -0.901512, -0.417525)","(0.32305, -0.285559, -0.902272)",0
5.26,"(-0.0232516, 0.00970221, -1.21075e-05)","(0.998982, -0.0401623, -0.0205438)","(0.0444604, 0.962994, 0.265832)","(0.00944965, -0.26635, 0.96383)","(0.991735, -0.0102105, -0.127899)","(0.0444604, 0.962994, 0.265832)","(0.120843, -0.269165, 0.955483)","(0.0444604, 0.962994, 0.265832)","(-0.33829, -0.886605, 0.315422)","(0.225493, -0.892199, -0.391323)","(0.183097, 0.147214, 0.97201)","(0.0309055, -0.972273, 0.231796)","(0.144961, -0.986637, -0.074383)","(-0.305038, -0.91976, 0.246968)","(0.108003, -0.901868, -0.418292)","(0.315481, -0.308067, -0.897533)",0
5.30,"(-0.0229696, 0.013881, -2.08985e-05)","(0.998041, -0.0616259, -0.0108169)","(0.0626833, 0.968261, 0.241954)","(-0.00395782, -0.241988, 0.970271)","(0.994156, -0.0383234, -0.100926)","(0.0626833, 0.968261, 0.241954)","(0.0889951, -0.246121, 0.965145)","(0.0626833, 0.968261, 0.241954)","(-0.381872, -0.908878, 0.167676)","(0.233789, -0.942493, -0.238852)","(0.219208, -0.156082, 0.963113)","(-0.100296, -0.890031, 0.444731)","(0.14462, -0.988887, -0.0344568)","(-0.289265, -0.888611, 0.355944)","(0.106775, -0.908482, -0.404054)","(0.306497, -0.40617, -0.860863)",0
5.34,"(-0.0229696, 0.013881, -2.08985e-05)","(0.997041, -0.0760967, -0.0108962)","(0.0765696, 0.963829, 0.255287)","(-0.009065, -0.25531, 0.966817)","(0.995777, -0.0625445, -0.0672037)","(0.0765696, 0.963829, 0.255287)","(0.0487793, -0.259002, 0.964644)","(0.0765696, 0.963829, 0.255287)","(-0.426651, -0.90441, -0.00337354)","(0.235715, -0.971545, 0.0232363)","(0.209348, -0.5628, 0.799643)","(-0.239854, -0.671073, 0.70152)","(0.143266, -0.989683, 0.00151061)","(-0.248213, -0.880437, 0.404006)","(0.0993635, -0.914575, -0.39202)","(0.278201, -0.598625, -0.751167)",0
5.36,"(-0.0215318, 0.00637716, -2.24637e-05)","(0.996747, -0.0788504, -0.0166985)","(0.0810468, 0.949471, 0.303211)","(-0.00778962, -0.303549, 0.952784)","(0.996599, -0.0754823, -0.0330677)","(0.0810468, 0.949471, 0.303211)","(0.00885683, -0.304954, 0.952326)","(0.0810468, 0.949471, 0.303211)","(-0.456959, -0.875012, -0.159824)","(0.185033, -0.941976, 0.28008)","(0.144311, -0.832944, 0.534209)","(-0.289822, -0.331826, 0.897716)","(0.138008, -0.990426, -0.00302922)","(-0.192531, -0.94044, 0.280187)","(0.0898158, -0.907244, -0.410903)","(0.222979, -0.768633, -0.599569)",0
5.40,"(-0.0206097, -0.00218753, -1.54713e-05)","(0.99708, -0.0679377, -0.0348592)","(0.0759858, 0.935049, 0.34628)","(0.00915075, -0.347851, 0.937505)","(0.99708, -0.0735967, -0.0203606)","(0.0759858, 0.935049, 0.34628)","(-0.00637735, -0.346842, 0.937902)","(0.0759858, 0.935049, 0.34628)","(-0.471053, -0.862604, -0.184458)","(0.132003, -0.898399, 0.418873)","(0.0608001, -0.923028, 0.379897)","(-0.297676, 6.5898e-05, 0.954667)","(0.130599, -0.988786, -0.072431)","(-0.135887, -0.987985, 0.073619)","(0.076951, -0.86965, -0.487635)","(0.149334, -0.86403, -0.480782)",0
5.44,"(-0.0193181, -0.0129316, -8.2223e-06)","(0.996735, -0.0577697, -0.0564073)","(0.072574, 0.939152, 0.335747)","(0.0335948, -0.338745, 0.940278)","(0.997335, -0.0696364, -0.0217641)","(0.072574, 0.939152, 0.335747)","(-0.00298018, -0.336425, 0.941706)","(0.072574, 0.939152, 0.335747)","(-0.473046, -0.862655, -0.179036)","(0.0755932, -0.879324, 0.470186)","(0.00915507, -0.950636, 0.310173)","(-0.27929, 0.263547, 0.923331)","(0.121461, -0.980277, -0.1559)","(-0.0972173, -0.993136, -0.0650413)","(0.0675363, -0.828445, -0.555984)","(0.100367, -0.889574, -0.445628)",0
5.46,"(-0.0176887, -0.0258231, 2.06989e-07)","(0.994057, -0.0473762, -0.0980109)","(0.0706858, 0.957456, 0.279789)","(0.0808367, -0.285239, 0.955041)","(0.997222, -0.0638666, -0.0383232)","(0.0706858, 0.957456, 0.279789)","(0.0188391, -0.281728, 0.959309)","(0.0706858, 0.957456, 0.279789)","(-0.493092, -0.85429, -0.164464)","(0.0455958, -0.840811, 0.539406)","(-0.00467144, -0.966815, 0.255436)","(-0.257567, 0.453219, 0.853377)","(0.115279, -0.969522, -0.216187)","(-0.0834035, -0.993863, -0.0726621)","(0.0609552, -0.798468, -0.598943)","(0.0801161, -0.913567, -0.398718)",1
5.50,"(-0.0160318, -0.0374327, 6.79109e-06)","(0.987348, -0.0428631, -0.152668)","(0.0654577, 0.980894, 0.183201)","(0.142573, -0.191307, 0.97112)","(0.995883, -0.0564587, -0.0709179)","(0.0654576, 0.980894, 0.183201)","(0.0591439, -0.18706, 0.980566)","(0.0654577, 0.980894, 0.183201)","(-0.559388, -0.812627, -0.163472)","(0.0569854, -0.794173, 0.605014)","(0.0547024, -0.966139, 0.252158)","(-0.244162, 0.489731, 0.836987)","(0.112095, -0.96981, -0.216571)","(-0.0830247, -0.995786, -0.0389389)","(0.0531254, -0.78856, -0.612658)","(0.0629226, -0.941835, -0.330132)",0
5.54,"(-0.013995, -0.0431667, 7.63995e-06)","(0.975285, -0.0368733, -0.217854)","(0.0576105, 0.992801, 0.105014)","(0.212812, -0.115217, 0.970276)","(0.994758, -0.0494172, -0.0895243)","(0.0576105, 0.992801, 0.105014)","(0.0834996, -0.109594, 0.990463)","(0.0576105, 0.992801, 0.105014)","(-0.644133, -0.740473, -0.191814)","(0.172303, -0.684158, 0.708689)","(0.129025, -0.960684, 0.245845)","(-0.293638, 0.452119, 0.842238)","(0.125235, -0.972956, -0.194094)","(-0.0813169, -0.99656, 0.0160124)","(0.0171608, -0.745655, -0.666111)","(0.0416078, -0.96532, -0.257734)",0
5.56,"(-0.0118875, -0.0471005, 5.30566e-06)","(0.964957, -0.0320517, -0.260444)","(0.0472554, 0.997483, 0.0528713)","(0.25807, -0.0631843, 0.964058)","(0.996833, -0.0434981, -0.0665791)","(0.0472553, 0.997483, 0.0528713)","(0.0640681, -0.0561738, 0.996363)","(0.0472554, 0.997483, 0.0528713)","(-0.717253, -0.645319, -0.262889)","(0.310594, -0.570543, 0.760271)","(0.198309, -0.959093, 0.202023)","(-0.395234, 0.352465, 0.848268)","(0.147839, -0.974672, -0.167802)","(-0.0813278, -0.995033, 0.0574098)","(-0.0660814, -0.639721, -0.765761)","(0.0262176, -0.972367, -0.231979)",0
5.60,"(-0.0101671, -0.0492159, 2.21935e-06)","(0.960576, -0.0216419, -0.277173)","(0.0399304, 0.997357, 0.0607078)","(0.275218, -0.0694102, 0.958873)","(0.999168, -0.0403299, -0.00598292)","(0.0399304, 0.997357, 0.0607078)","(0.00355922, -0.0613012, 0.998113)","(0.0399304, 0.997357, 0.0607078)","(-0.736707, -0.584756, -0.339593)","(0.4012, -0.457556, 0.793524)","(0.205463, -0.967186, 0.149451)","(-0.529864, 0.258545, 0.807712)","(0.179195, -0.975575, -0.127055)","(-0.0824966, -0.9933, 0.0809272)","(-0.161436, -0.528048, -0.833729)","(0.0261208, -0.975263, -0.219498)",0
5.64,"(-0.00909202, -0.044905, -5.53722e-06)","(0.962118, -0.0138747, -0.27228)","(0.0347978, 0.996753, 0.0726123)","(0.270498, -0.0793894, 0.959442)","(0.997986, -0.0390828, 0.0499563)","(0.0347978, 0.996753, 0.0726123)","(-0.0526051, -0.0707852, 0.996103)","(0.0347978, 0.996753, 0.0726123)","(-0.731793, -0.548001, -0.405183)","(0.408915, -0.445145, 0.796639)","(0.195164, -0.974508, 0.110661)","(-0.610773, 0.208372, 0.763896)","(0.198744, -0.976816, -0.0795711)","(-0.0854128, -0.99246, 0.0879065)","(-0.229409, -0.462126, -0.856628)","(0.0319688, -0.976169, -0.214642)",0
5.66,"(-0.00841875, -0.0368781, -1.69378e-05)","(0.964608, -0.0123739, -0.263399)","(0.0362303, 0.995636, 0.0860076)","(0.261178, -0.0924864, 0.96085)","(0.996195, -0.0428237, 0.0759053)","(0.0362303, 0.995636, 0.0860076)","(-0.0792633, -0.0829143, 0.9934)","(0.0362303, 0.995636, 0.0860076)","(-0.709917, -0.55836, -0.429247)","(0.400568, -0.488823, 0.774982)","(0.177679, -0.975037, 0.133162)","(-0.644257, 0.103804, 0.757732)","(0.233552, -0.969951, 0.0681796)","(-0.0855379, -0.992971, 0.0818011)","(-0.272546, -0.533288, -0.800826)","(0.0332767, -0.976587, -0.212536)",0
5.70,"(-0.00841577, -0.0283889, -2.87224e-05)","(0.967944, -0.0169236, -0.250597)","(0.0402994, 0.99526, 0.088508)","(0.247907, -0.09571, 0.964044)","(0.995893, -0.0471964, 0.0772644)","(0.0402994, 0.99526, 0.088508)","(-0.0810733, -0.0850358, 0.993074)","(0.0402994, 0.99526, 0.088508)","(-0.66794, -0.597617, -0.443519)","(0.397506, -0.602691, 0.69192)","(0.199663, -0.959194, 0.200204)","(-0.632063, -0.0194618, 0.774672)","(0.266244, -0.918695, 0.291743)","(-0.086261, -0.993338, 0.076407)","(-0.273206, -0.660679, -0.699186)","(0.0227598, -0.975892, -0.217063)",0
5.74,"(-0.00857496, -0.0190443, -3.52273e-05)","(0.971442, -0.0129398, -0.236922)","(0.0383533, 0.993865, 0.103742)","(0.234359, -0.109976, 0.96591)","(0.998116, -0.0421437, 0.0445892)","(0.0383533, 0.993865, 0.103742)","(-0.0485178, -0.101513, 0.99365)","(0.0383533, 0.993865, 0.103742)","(-0.627481, -0.703021, -0.334707)","(0.387205, -0.755997, 0.52777)","(0.288848, -0.846624, 0.446983)","(-0.611676, -0.207481, 0.763416)","(0.282594, -0.81887, 0.499593)","(-0.0937249, -0.993065, 0.0709776)","(-0.252087, -0.778709, -0.574512)","(0.00862866, -0.975788, -0.218547)",0
5.76,"(-0.00917814, -0.0122836, -3.32244e-05)","(0.975795, 0.00737428, -0.218561)","(0.0262611, 0.987887, 0.152936)","(0.218643, -0.155218, 0.963381)","(0.999692, -0.0197395, -0.0150468)","(0.0262611, 0.987887, 0.152936)","(0.0129419, -0.152062, 0.988286)","(0.0262611, 0.987887, 0.152936)","(-0.549366, -0.827169, -0.118271)","(0.352626, -0.881788, 0.313216)","(0.352026, -0.568194, 0.743797)","(-0.556219, -0.411101, 0.722231)","(0.273324, -0.775902, 0.568568)","(-0.109519, -0.991548, 0.0695525)","(-0.181665, -0.886635, -0.425296)","(-0.00809899, -0.976864, -0.213707)",0
5.80,"(-0.00917814, -0.0122836, -3.32244e-05)","(0.978967, 0.04, -0.200059)","(0.00747422, 0.971866, 0.235417)","(0.206368, -0.232217, 0.950519)","(0.996622, 0.0160138, -0.0805478)","(0.00747422, 0.971866, 0.235417)","(0.0838899, -0.23415, 0.968574)","(0.00747422, 0.971866, 0.235417)","(-0.44065, -0.884262, 0.154625)","(0.31822, -0.942797, 0.0993426)","(0.3493, -0.150865, 0.924786)","(-0.420206, -0.680176, 0.600656)","(0.242102, -0.88402, 0.399868)","(-0.123443, -0.990704, 0.0571648)","(-0.104111, -0.920119, -0.377546)","(-0.013303, -0.96152, -0.274411)",0
5.84,"(-0.0107627, -0.0177968, -1.29646e-05)","(0.98053, 0.0655195, -0.185116)","(-0.00633646, 0.952327, 0.305012)","(0.197181, -0.297943, 0.933997)","(0.992207, 0.0447769, -0.116278)","(-0.00633646, 0.952327, 0.305012)","(0.125133, -0.301613, 0.945183)","(-0.00633645, 0.952327, 0.305012)","(-0.340407, -0.892841, 0.294887)","(0.28748, -0.956635, -0.0469442)","(0.301024, 0.109579, 0.9473)","(-0.241824, -0.853895, 0.460853)","(0.192983, -0.96471, 0.179144)","(-0.12988, -0.990856, 0.0365577)","(-0.0328963, -0.935056, -0.352969)","(-0.0147949, -0.935969, -0.351771)",0
5.86,"(-0.01173, -0.0302594, -1.19646e-06)","(0.98099, 0.0802983, -0.176664)","(-0.0169776, 0.942394, 0.334073)","(0.19328, -0.324721, 0.92585)","(0.990341, 0.0618404, -0.124096)","(-0.0169776, 0.942394, 0.334073)","(0.13757, -0.328735, 0.934349)","(-0.0169776, 0.942394, 0.334073)","(-0.274504, -0.893822, 0.354584)","(0.272018, -0.948494, -0.162371)","(0.285134, 0.275585, 0.918015)","(-0.0613925, -0.944685, 0.322183)","(0.127071, -0.991346, -0.0329583)","(-0.128561, -0.991267, -0.029359)","(0.0165549, -0.903285, -0.428721)","(-0.0113891, -0.888761, -0.45823)",0
5.90,"(-0.0130845, -0.0485796, 6.01766e-06)","(0.98047, 0.0860915, -0.176822)","(-0.0249648, 0.946252, 0.322464)","(0.194988, -0.311754, 0.92994)","(0.990599, 0.0669258, -0.119309)","(-0.0249648, 0.946252, 0.322464)","(0.134362, -0.316494, 0.939031)","(-0.0249648, 0.946252, 0.322464)","(-0.224945, -0.895887, 0.383126)","(0.266089, -0.93748, -0.224339)","(0.278978, 0.354617, 0.892423)","(0.0453171, -0.966965, 0.250847)","(0.0918744, -0.993295, -0.0701714)","(-0.122715, -0.986367, -0.109646)","(0.0419863, -0.898151, -0.437679)","(-0.000652068, -0.844655, -0.53531)",0
5.94,"(-0.0142053, -0.0651443, 3.66849e-06)","(0.979728, 0.0850085, -0.181402)","(-0.0320018, 0.959898, 0.278517)","(0.198143, -0.267073, 0.943086)","(0.988811, 0.0700847, -0.131685)","(-0.0320017, 0.959898, 0.278517)","(0.146159, -0.271296, 0.951334)","(-0.0320018, 0.959898, 0.278517)","(-0.166047, -0.88557, 0.433814)","(0.268264, -0.925824, -0.266243)","(0.292335, 0.429011, 0.854687)","(0.134104, -0.977548, 0.162531)","(0.0673381, -0.993309, -0.0938271)","(-0.115025, -0.978806, -0.169437)","(0.0772997, -0.896074, -0.437122)","(0.0193318, -0.770801, -0.636783)",1
5.96,"(-0.0152701, -0.0812066, -4.38415e-06)","(0.979183, 0.0781948, -0.187314)","(-0.0343833, 0.973123, 0.227704)","(0.200702, -0.216521, 0.955425)","(0.984669, 0.0700003, -0.159771)","(-0.0343833, 0.973123, 0.227705)","(0.171953, -0.219061, 0.96044)","(-0.0343833, 0.973123, 0.227705)","(-0.0996084, -0.865418, 0.49105)","(0.28057, -0.92078, -0.271007)","(0.329722, 0.452455, 0.828593)","(0.139858, -0.98293, 0.119536)","(0.0663582, -0.994652, -0.0791504)","(-0.0996297, -0.981882, -0.161186)","(0.106742, -0.903581, -0.414907)","(0.0477038, -0.692493, -0.719846)",0
6.00,"(-0.0161847, -0.0912891, -1.19736e-05)","(0.98033, 0.0642577, -0.186612)","(-0.0329245, 0.985819, 0.164552)","(0.194936, -0.155059, 0.968482)","(0.97832, 0.0646529, -0.196746)","(-0.0329245, 0.985819, 0.164552)","(0.205019, -0.154691, 0.966457)","(-0.0329245, 0.985819, 0.164552)","(-0.0571763, -0.833343, 0.549791)","(0.299601, -0.916324, -0.265688)","(0.370286, 0.409334, 0.833867)","(0.1246, -0.984914, 0.120079)","(0.0751283, -0.99492, -0.0670085)","(-0.0961785, -0.990866, -0.0945205)","(0.124811, -0.905121, -0.40642)","(0.0732825, -0.599952, -0.796672)",0
