time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
12.34,"(0.0162844, 0.00485667, -6.17499e-06)","(0.991288, 0.0552568, -0.119558)","(0.00564297, 0.889088, 0.457702)","(0.131584, -0.4544, 0.881026)","(0.998654, 0.0185878, -0.0484284)","(0.00564296, 0.889088, 0.457702)","(0.0515599, -0.457358, 0.887787)","(0.00564297, 0.889088, 0.457702)","(-0.601098, -0.784003, -0.154987)","(0.443878, -0.890023, -0.104072)","(-0.606969, -0.732703, 0.307791)","(0.58029, -0.733291, 0.354328)","(-0.0312001, -0.995519, -0.0892714)","(-0.136098, -0.966356, -0.218249)","(-0.0817416, -0.923202, -0.375521)","(-0.0239267, -0.884277, -0.46635)",0
12.38,"(0.0162844, 0.00485667, -6.17499e-06)","(0.991944, 0.0561421, -0.113557)","(0.00190185, 0.889792, 0.456363)","(0.126646, -0.452913, 0.882514)","(0.998668, 0.0218387, -0.0467534)","(0.00190185, 0.889792, 0.456363)","(0.0515477, -0.455841, 0.888567)","(0.00190185, 0.889792, 0.456363)","(-0.589252, -0.790275, -0.16807)","(0.426323, -0.897202, -0.115229)","(-0.607296, -0.730705, 0.31187)","(0.568114, -0.743705, 0.352349)","(-0.0580414, -0.995667, -0.072657)","(-0.127697, -0.975895, -0.176981)","(-0.0979493, -0.917387, -0.385756)","(-0.0231489, -0.871256, -0.490283)",0
12.4,"(0.0162844, 0.00485667, -6.17499e-06)","(0.992697, 0.0559468, -0.106875)","(-0.0022751, 0.894722, 0.446617)","(0.120598, -0.44312, 0.888313)","(0.998717, 0.0246503, -0.0442366)","(-0.0022751, 0.894722, 0.446617)","(0.0505684, -0.445948, 0.893629)","(-0.00227509, 0.894722, 0.446617)","(-0.576537, -0.79465, -0.190094)","(0.416378, -0.899395, -0.133106)","(-0.616896, -0.717142, 0.324263)","(0.549536, -0.745668, 0.376815)","(-0.0864312, -0.994777, -0.0542925)","(-0.119234, -0.985814, -0.118128)","(-0.118922, -0.90029, -0.418731)","(-0.0223376, -0.850034, -0.526254)",0
12.44,"(0.0149017, 0.00742298, -8.66176e-06)","(0.99368, 0.0539379, -0.0984398)","(-0.00541013, 0.899354, 0.437188)","(0.112102, -0.433901, 0.893959)","(0.998809, 0.026083, -0.0412243)","(-0.00541013, 0.899354, 0.437188)","(0.048458, -0.436449, 0.898423)","(-0.00541013, 0.899354, 0.437188)","(-0.56986, -0.792968, -0.215549)","(0.413474, -0.897988, -0.150521)","(-0.628292, -0.700325, 0.338812)","(0.53583, -0.73946, 0.407537)","(-0.1107, -0.992927, -0.0429154)","(-0.11313, -0.991017, -0.0713162)","(-0.130065, -0.881344, -0.454221)","(-0.0153229, -0.832796, -0.553369)",0
12.48,"(0.0149017, 0.00742298, -8.66176e-06)","(0.994607, 0.0513553, -0.0901136)","(-0.00787542, 0.903827, 0.427825)","(0.103412, -0.424816, 0.899354)","(0.998849, 0.0273552, -0.0394096)","(-0.00787542, 0.903827, 0.427825)","(0.0473154, -0.427021, 0.903003)","(-0.00787541, 0.903827, 0.427825)","(-0.567942, -0.790757, -0.228353)","(0.410133, -0.896115, -0.169614)","(-0.637672, -0.685637, 0.351107)","(0.53258, -0.72797, 0.431762)","(-0.132533, -0.990678, -0.0314855)","(-0.106005, -0.993794, -0.0337134)","(-0.13259, -0.862875, -0.487715)","(-0.00694131, -0.81522, -0.57911)",0
12.5,"(0.0117532, 0.00786529, -1.63988e-05)","(0.995534, 0.0484398, -0.0810252)","(-0.0099976, 0.907903, 0.41906)","(0.0938578, -0.416383, 0.904332)","(0.998664, 0.0302711, -0.041868)","(-0.0099976, 0.907903, 0.41906)","(0.0506893, -0.418078, 0.906996)","(-0.00999759, 0.907903, 0.41906)","(-0.596, -0.770303, -0.226752)","(0.434505, -0.881327, -0.185657)","(-0.626508, -0.68745, 0.367288)","(0.537402, -0.719703, 0.439576)","(-0.142109, -0.989675, -0.0186624)","(-0.0848194, -0.996379, 0.00581026)","(-0.123075, -0.858747, -0.4974)","(0.000440301, -0.814141, -0.580667)",0
12.54,"(0.00964748, 0.00764494, -2.12809e-05)","(0.995518, 0.0422101, -0.0846329)","(-0.013454, 0.945359, 0.325754)","(0.0950856, -0.323171, 0.941551)","(0.997696, 0.0316394, -0.0600073)","(-0.013454, 0.945359, 0.325754)","(0.0679499, -0.324306, 0.943509)","(-0.013454, 0.945359, 0.325754)","(-0.689205, -0.700893, -0.183699)","(0.542469, -0.825358, -0.156563)","(-0.528952, -0.713222, 0.459918)","(0.433194, -0.713415, 0.550801)","(-0.146323, -0.98922, 0.00582982)","(-0.0473101, -0.997578, 0.0509938)","(-0.110274, -0.870555, -0.479556)","(-0.00512243, -0.819939, -0.572428)",0
12.58,"(0.00703315, 0.00710975, -2.11305e-05)","(0.995363, 0.0370961, -0.0887524)","(-0.0160198, 0.970532, 0.240441)","(0.0961441, -0.23795, 0.966507)","(0.996409, 0.0331194, -0.0779275)","(-0.0160198, 0.970532, 0.240441)","(0.0844439, -0.238435, 0.96748)","(-0.0160198, 0.970532, 0.240441)","(-0.800215, -0.598659, 0.0355509)","(0.64808, -0.754129, 0.106213)","(-0.27629, -0.735419, 0.618726)","(0.236514, -0.617573, 0.75011)","(-0.139209, -0.989905, 0.0266385)","(-0.0124852, -0.995867, 0.0899611)","(-0.0966362, -0.883735, -0.457901)","(0.000270411, -0.821157, -0.570702)",0
12.6,"(0.00426632, 0.0126493, -2.23447e-05)","(0.995018, 0.0289457, -0.095397)","(-0.00893569, 0.978277, 0.207109)","(0.0989303, -0.205216, 0.973704)","(0.996038, 0.0260574, -0.0850231)","(-0.00893569, 0.978277, 0.207109)","(0.0880971, -0.205456, 0.974693)","(-0.00893569, 0.978277, 0.207109)","(-0.851792, -0.448118, 0.271367)","(0.674878, -0.614343, 0.408806)","(0.127855, -0.688724, 0.713661)","(-0.120107, -0.428381, 0.89558)","(-0.1215, -0.991554, 0.0453642)","(0.0171822, -0.99456, 0.102742)","(-0.0850846, -0.892914, -0.442115)","(0.0130766, -0.817854, -0.575277)",0
12.64,"(0.00220809, 0.0179917, -1.95122e-05)","(0.995882, 0.0278306, -0.0862801)","(0.00228541, 0.937639, 0.347603)","(0.0909954, -0.346381, 0.93367)","(0.997091, 0.0218871, -0.0730162)","(0.00228541, 0.937639, 0.347603)","(0.0761167, -0.34672, 0.934875)","(0.00228541, 0.937639, 0.347603)","(-0.794825, -0.361243, 0.487603)","(0.608748, -0.466257, 0.641896)","(0.479436, -0.550655, 0.683315)","(-0.418618, -0.254162, 0.871872)","(-0.0971523, -0.994504, 0.039032)","(0.030386, -0.994057, 0.104532)","(-0.0711778, -0.893712, -0.442959)","(0.0516552, -0.823401, -0.565104)",0
12.68,"(0.00082705, 0.0254747, -1.27523e-05)","(0.996553, 0.0280765, -0.0780631)","(0.0115946, 0.880103, 0.474642)","(0.0831866, -0.473927, 0.876626)","(0.998046, 0.0184601, -0.0596917)","(0.0115945, 0.880103, 0.474642)","(0.0621112, -0.474414, 0.878108)","(0.0115946, 0.880102, 0.474642)","(-0.763421, -0.345188, 0.545925)","(0.610646, -0.400109, 0.683391)","(0.64854, -0.438122, 0.622451)","(-0.609912, -0.159915, 0.776167)","(-0.0796406, -0.996269, 0.0332581)","(0.0436232, -0.993293, 0.107082)","(-0.0605109, -0.892229, -0.447512)","(0.0798937, -0.841434, -0.534421)",0
12.7,"(0.000436234, 0.0315566, -1.24134e-05)","(0.996988, 0.0315876, -0.0708312)","(0.0114878, 0.843241, 0.537414)","(0.076716, -0.536606, 0.840338)","(0.998055, 0.0231626, -0.0578772)","(0.0114878, 0.84324, 0.537414)","(0.0612575, -0.537032, 0.841335)","(0.0114878, 0.843241, 0.537414)","(-0.694905, -0.452716, 0.55871)","(0.596874, -0.421598, 0.68264)","(0.706826, -0.337074, 0.621915)","(-0.680543, -0.102245, 0.72554)","(-0.0732185, -0.99698, 0.0258759)","(0.0479167, -0.992236, 0.114772)","(-0.0587911, -0.899227, -0.433514)","(0.108079, -0.874245, -0.473302)",0
12.74,"(0.0015251, 0.0380964, -1.78759e-05)","(0.997076, 0.0212685, -0.0734016)","(0.00876596, 0.923498, 0.383503)","(0.0801432, -0.382918, 0.9203)","(0.998296, 0.0157173, -0.0561905)","(0.00876597, 0.923498, 0.383503)","(0.0608761, -0.383215, 0.921651)","(0.00876597, 0.923498, 0.383503)","(-0.610171, -0.650017, 0.452956)","(0.516322, -0.593441, 0.617446)","(0.750022, -0.294513, 0.592224)","(-0.728798, -0.0289007, 0.684118)","(-0.0711025, -0.997192, 0.023504)","(0.0479876, -0.991871, 0.117851)","(-0.0729276, -0.902224, -0.425057)","(0.113443, -0.889343, -0.442944)",0
12.78,"(0.0045558, 0.0382523, -2.03733e-05)","(0.99694, 0.0163786, -0.0764336)","(-0.00157797, 0.980853, 0.194744)","(0.080671, -0.193991, 0.977681)","(0.997833, 0.0145845, -0.064162)","(-0.00157796, 0.980853, 0.194744)","(0.067666, -0.194074, 0.97865)","(-0.00157796, 0.980853, 0.194744)","(-0.389934, -0.883098, 0.26094)","(0.33972, -0.807591, 0.482065)","(0.828571, -0.265566, 0.492895)","(-0.787864, 0.0352825, 0.614838)","(-0.0696848, -0.997352, 0.0207983)","(0.0483641, -0.991979, 0.116784)","(-0.0952915, -0.905883, -0.412668)","(0.114791, -0.899801, -0.420929)",0
12.8,"(0.00874219, 0.0352328, -2.38666e-05)","(0.996578, 0.0253223, -0.0786864)","(-0.021632, 0.998634, 0.0475684)","(0.0801712, -0.0456902, 0.995733)","(0.99717, 0.0250173, -0.0708907)","(-0.021632, 0.998634, 0.0475684)","(0.0723662, -0.0455492, 0.996338)","(-0.021632, 0.998634, 0.0475684)","(-0.143455, -0.985878, 0.0864015)","(0.0742425, -0.937757, 0.339263)","(0.861724, -0.334174, 0.381785)","(-0.841817, -0.0235961, 0.539247)","(-0.0846824, -0.996213, 0.0197076)","(0.0439489, -0.992845, 0.111027)","(-0.135361, -0.905203, -0.402847)","(0.0923557, -0.903469, -0.418586)",0
12.84,"(0.0128508, 0.0299047, -2.75344e-05)","(0.99572, 0.0553639, -0.0740023)","(-0.0477678, 0.993428, 0.104014)","(0.081672, -0.099978, 0.991632)","(0.993966, 0.0591975, -0.0923445)","(-0.0477678, 0.993428, 0.104014)","(0.10042, -0.0982595, 0.990081)","(-0.0477678, 0.993428, 0.104014)","(0.0750901, -0.996765, -0.0286687)","(-0.199628, -0.955594, 0.216771)","(0.834364, -0.453061, 0.313964)","(-0.850644, -0.203014, 0.484963)","(-0.109239, -0.993919, 0.0138479)","(0.0388806, -0.994812, 0.0940027)","(-0.175035, -0.896007, -0.408085)","(0.0578016, -0.895509, -0.441274)",0
12.88,"(0.0172323, 0.0247363, -2.63364e-05)","(0.994432, 0.0792673, -0.0694409)","(-0.064859, 0.979333, 0.191574)","(0.0844191, -0.185943, 0.978927)","(0.99035, 0.0881132, -0.106969)","(-0.064859, 0.979333, 0.191574)","(0.123019, -0.182297, 0.975517)","(-0.064859, 0.979333, 0.191574)","(0.171211, -0.982026, -0.0794477)","(-0.373469, -0.919406, 0.123344)","(0.77489, -0.56845, 0.276424)","(-0.812306, -0.40267, 0.421919)","(-0.133066, -0.991085, 0.0066498)","(0.0343728, -0.997273, 0.0653076)","(-0.208706, -0.884465, -0.417329)","(0.0227198, -0.879276, -0.475771)",0
12.9,"(0.0221686, 0.0188528, -2.41325e-05)","(0.993103, 0.0973555, -0.0653316)","(-0.0763614, 0.960194, 0.268695)","(0.0892785, -0.261793, 0.960986)","(0.983548, 0.117739, -0.137007)","(-0.0763614, 0.960194, 0.268695)","(0.163659, -0.253352, 0.95343)","(-0.0763614, 0.960194, 0.268695)","(0.234231, -0.966149, -0.108126)","(-0.467424, -0.883283, 0.0364046)","(0.71237, -0.651434, 0.26108)","(-0.751215, -0.553177, 0.360098)","(-0.152651, -0.988275, 0.0031366)","(0.0347229, -0.998793, 0.0347264)","(-0.222169, -0.875961, -0.428176)","(-0.00779686, -0.845073, -0.534593)",0
12.94,"(0.026184, 0.0128925, -2.2073e-05)","(0.991665, 0.109938, -0.067181)","(-0.0839776, 0.947528, 0.308446)","(0.0979381, -0.300123, 0.94886)","(0.976294, 0.141122, -0.16412)","(-0.0839776, 0.947528, 0.308447)","(0.199422, -0.286727, 0.937027)","(-0.0839776, 0.947528, 0.308447)","(0.233711, -0.969635, -0.0720277)","(-0.462743, -0.886441, -0.00950562)","(0.685317, -0.67891, 0.26348)","(-0.720574, -0.605925, 0.337086)","(-0.164962, -0.986272, 0.00749706)","(0.0287899, -0.9995, 0.0130715)","(-0.235972, -0.880337, -0.41149)","(-0.0213861, -0.840489, -0.541406)",0
12.98,"(0.0291974, 0.0104004, -1.9188e-05)","(0.989612, 0.127616, -0.0662009)","(-0.0959135, 0.929582, 0.355919)","(0.107498, -0.345753, 0.932147)","(0.967265, 0.17182, -0.186752)","(-0.0959135, 0.929582, 0.355919)","(0.235444, -0.32601, 0.915578)","(-0.0959134, 0.929582, 0.355919)","(0.235583, -0.970735, -0.04664)","(-0.444816, -0.894637, -0.0419876)","(0.653559, -0.703209, 0.279924)","(-0.720132, -0.622752, 0.305924)","(-0.176845, -0.984205, 0.00814535)","(0.0155202, -0.999723, -0.0176799)","(-0.247652, -0.876144, -0.41357)","(-0.0349445, -0.83517, -0.54888)",0
13,"(0.0321028, 0.00842329, -1.27996e-05)","(0.986792, 0.150789, -0.0592036)","(-0.115506, 0.910998, 0.395904)","(0.114636, -0.383718, 0.916307)","(0.965648, 0.195958, -0.170659)","(-0.115506, 0.910998, 0.395904)","(0.234217, -0.362941, 0.901896)","(-0.115506, 0.910998, 0.395904)","(0.160859, -0.986848, -0.0159796)","(-0.351912, -0.935354, -0.0356524)","(0.70888, -0.650987, 0.271485)","(-0.759974, -0.546978, 0.351075)","(-0.171249, -0.985228, 0.000428004)","(-0.0139416, -0.999685, 0.020853)","(-0.261254, -0.868969, -0.420285)","(-0.0227656, -0.841084, -0.540425)",0
13.04,"(0.0341196, 0.00764793, -6.69419e-06)","(0.983475, 0.171574, -0.0577955)","(-0.137614, 0.913684, 0.382418)","(0.118035, -0.368152, 0.922243)","(0.964994, 0.21062, -0.15629)","(-0.137614, 0.913684, 0.382418)","(0.223416, -0.347868, 0.910534)","(-0.137614, 0.913684, 0.382418)","(0.078056, -0.996725, -0.0211089)","(-0.151606, -0.988123, 0.0250595)","(0.807256, -0.533019, 0.253434)","(-0.829505, -0.346506, 0.438012)","(-0.155656, -0.987762, -0.00985252)","(-0.0417059, -0.996195, 0.0765312)","(-0.268451, -0.855489, -0.442802)","(-0.00404965, -0.82961, -0.558328)",0
13.08,"(0.0341196, 0.00764793, -6.69419e-06)","(0.980848, 0.184259, -0.0631363)","(-0.15533, 0.932086, 0.327243)","(0.119465, -0.311161, 0.942819)","(0.967991, 0.209488, -0.138235)","(-0.15533, 0.932086, 0.327243)","(0.198291, -0.295123, 0.934657)","(-0.15533, 0.932086, 0.327243)","(-0.0189606, -0.999756, -0.0113007)","(0.0648633, -0.991403, 0.113631)","(0.888782, -0.38696, 0.245618)","(-0.83751, -0.140201, 0.528129)","(-0.135933, -0.990458, -0.0226759)","(-0.0593818, -0.987918, 0.143153)","(-0.277116, -0.848257, -0.451294)","(0.014622, -0.819667, -0.572654)",0
13.1,"(0.0328113, 0.0113445, 4.11818e-06)","(0.981979, 0.171557, -0.079278)","(-0.147436, 0.957404, 0.248276)","(0.119246, -0.232075, 0.965361)","(0.973473, 0.18554, -0.133885)","(-0.147436, 0.957404, 0.248276)","(0.174953, -0.221266, 0.959392)","(-0.147436, 0.957404, 0.248276)","(-0.144858, -0.988455, 0.0444194)","(0.282269, -0.928893, 0.239755)","(0.875542, -0.291852, 0.38503)","(-0.740628, 0.0163326, 0.671717)","(-0.118579, -0.992333, -0.0348597)","(-0.0518261, -0.989462, 0.135201)","(-0.262621, -0.840257, -0.474339)","(0.0195374, -0.802177, -0.596766)",0
13.14,"(0.0309306, 0.0169863, 6.13953e-06)","(0.985696, 0.146564, -0.0832069)","(-0.123656, 0.96399, 0.235442)","(0.114532, -0.22163, 0.968382)","(0.984429, 0.148489, -0.094083)","(-0.123656, 0.96399, 0.235442)","(0.125315, -0.218843, 0.96768)","(-0.123656, 0.96399, 0.235442)","(-0.300186, -0.941853, 0.151001)","(0.391973, -0.84189, 0.370916)","(0.753569, -0.28847, 0.590693)","(-0.59855, 0.0144207, 0.800956)","(-0.10652, -0.99359, -0.0378477)","(-0.0394161, -0.993166, 0.109853)","(-0.235299, -0.842636, -0.484355)","(0.029175, -0.807237, -0.589507)",0
13.18,"(0.0285053, 0.0214717, 1.89801e-06)","(0.989548, 0.120763, -0.0788156)","(-0.0948762, 0.953873, 0.284826)","(0.10872, -0.274306, 0.955477)","(0.99259, 0.110158, -0.0512771)","(-0.0948762, 0.953873, 0.284826)","(0.0791654, -0.277268, 0.957526)","(-0.0948762, 0.953873, 0.284826)","(-0.459668, -0.847229, 0.266286)","(0.513906, -0.719407, 0.467284)","(0.494947, -0.307393, 0.812734)","(-0.431812, -0.0148353, 0.901841)","(-0.100105, -0.994809, -0.0182814)","(-0.0288981, -0.99519, 0.0936002)","(-0.206173, -0.851245, -0.48257)","(0.0402363, -0.82129, -0.56909)",0
13.2,"(0.0250498, 0.0239611, -3.62053e-06)","(0.991909, 0.100808, -0.0771583)","(-0.0767076, 0.958702, 0.273873)","(0.102542, -0.265681, 0.958592)","(0.995236, 0.0884957, -0.0409174)","(-0.0767076, 0.958702, 0.273873)","(0.0641096, -0.269613, 0.960832)","(-0.0767076, 0.958702, 0.273873)","(-0.560758, -0.757611, 0.334029)","(0.618712, -0.629827, 0.469589)","(0.230159, -0.346761, 0.909276)","(-0.333186, -0.125815, 0.934429)","(-0.104992, -0.994418, 0.0104948)","(-0.0270921, -0.996439, 0.0798413)","(-0.193383, -0.861576, -0.469351)","(0.0512691, -0.835174, -0.547592)",0
13.24,"(0.0219991, 0.0261413, -9.91703e-06)","(0.993698, 0.0831164, -0.0752112)","(-0.0657261, 0.975579, 0.209586)","(0.0934674, -0.203076, 0.974692)","(0.99613, 0.0742541, -0.0470188)","(-0.0657261, 0.975579, 0.209586)","(0.0634024, -0.205755, 0.976547)","(-0.0657261, 0.975579, 0.209586)","(-0.628607, -0.758746, 0.170756)","(0.708518, -0.613502, 0.348737)","(-0.170665, -0.448622, 0.877275)","(-0.15618, -0.277955, 0.947813)","(-0.119349, -0.992507, 0.0261956)","(-0.0187814, -0.997494, 0.0682125)","(-0.184486, -0.864962, -0.466697)","(0.0559455, -0.83311, -0.55027)",0
13.28,"(0.0188104, 0.0237876, -1.56026e-05)","(0.99511, 0.0661652, -0.0733427)","(-0.0580201, 0.9931, 0.10191)","(0.0800874, -0.0969956, 0.992057)","(0.995923, 0.0652694, -0.0622672)","(-0.0580201, 0.9931, 0.10191)","(0.0689742, -0.0976983, 0.992823)","(-0.0580201, 0.9931, 0.10191)","(-0.653559, -0.755598, -0.0439572)","(0.749196, -0.631446, 0.199955)","(-0.481486, -0.501008, 0.71914)","(0.041421, -0.421694, 0.905792)","(-0.132579, -0.990834, 0.0258883)","(-0.00771607, -0.998529, 0.0536742)","(-0.175701, -0.866784, -0.466706)","(0.0617018, -0.828139, -0.557116)",0
13.3,"(0.0149254, 0.0191877, -1.6892e-05)","(0.996542, 0.0574508, -0.0600285)","(-0.0498592, 0.98967, 0.134416)","(0.0672574, -0.130956, 0.989104)","(0.997266, 0.056103, -0.0480847)","(-0.0498592, 0.98967, 0.134416)","(0.0551536, -0.131652, 0.98976)","(-0.0498592, 0.98967, 0.134416)","(-0.61439, -0.732426, -0.293387)","(0.744082, -0.667451, -0.0291687)","(-0.661632, -0.511959, 0.547851)","(0.256402, -0.501729, 0.826152)","(-0.137731, -0.990463, 0.00368317)","(0.00264875, -0.999218, 0.039459)","(-0.168385, -0.864127, -0.474269)","(0.0712515, -0.829592, -0.553805)",0
13.34,"(0.0108248, 0.0156891, -1.60854e-05)","(0.997046, 0.0570651, -0.0514084)","(-0.0434109, 0.967998, 0.247175)","(0.064236, -0.244208, 0.967593)","(0.997502, 0.0552103, -0.0440697)","(-0.0434109, 0.967998, 0.247175)","(0.0565336, -0.244642, 0.967964)","(-0.0434109, 0.967998, 0.247175)","(-0.633988, -0.72133, -0.278822)","(0.699337, -0.698069, -0.153712)","(-0.659025, -0.597068, 0.45738)","(0.46538, -0.524224, 0.713169)","(-0.128792, -0.991374, -0.0242832)","(0.0134379, -0.9998, -0.0147962)","(-0.160842, -0.862746, -0.479373)","(0.0900529, -0.831296, -0.548486)",0
13.38,"(0.0067832, 0.0145702, -1.22869e-05)","(0.997226, 0.0574623, -0.047302)","(-0.0369574, 0.934118, 0.355047)","(0.0645876, -0.352314, 0.93365)","(0.997747, 0.0544258, -0.0392398)","(-0.0369574, 0.934118, 0.355047)","(0.0559395, -0.352798, 0.934026)","(-0.0369574, 0.934118, 0.355047)","(-0.65913, -0.713503, -0.237615)","(0.66444, -0.714746, -0.218306)","(-0.59674, -0.700109, 0.392107)","(0.599666, -0.55974, 0.57192)","(-0.111134, -0.992134, -0.0576173)","(0.0231185, -0.997501, -0.0667649)","(-0.150287, -0.860067, -0.487544)","(0.114281, -0.832795, -0.541656)",0
13.4,"(0.00231972, 0.0141549, -8.28826e-06)","(0.997409, 0.051597, -0.0501378)","(-0.027583, 0.917888, 0.39588)","(0.0664806, -0.39347, 0.916931)","(0.99802, 0.0476883, -0.0410182)","(-0.027583, 0.917888, 0.39588)","(0.0565627, -0.393945, 0.917392)","(-0.027583, 0.917888, 0.39588)","(-0.661454, -0.728018, -0.18019)","(0.630244, -0.755047, -0.180821)","(-0.505618, -0.807794, 0.303016)","(0.623469, -0.638478, 0.451256)","(-0.0876093, -0.993251, -0.0760013)","(0.0359513, -0.994247, -0.100895)","(-0.13271, -0.862222, -0.488837)","(0.147784, -0.842364, -0.51825)",0
13.44,"(-0.00139778, 0.0145043, -4.49507e-06)","(0.997571, 0.0399739, -0.0570525)","(-0.0147528, 0.921485, 0.388133)","(0.0682564, -0.386373, 0.919814)","(0.998422, 0.034626, -0.0442178)","(-0.0147528, 0.921485, 0.388133)","(0.0543545, -0.386843, 0.920543)","(-0.0147528, 0.921485, 0.388133)","(-0.629056, -0.753379, -0.191598)","(0.605718, -0.777287, -0.170091)","(-0.432098, -0.844793, 0.315621)","(0.538281, -0.734135, 0.413883)","(-0.070634, -0.994319, -0.0796343)","(0.0437433, -0.995613, -0.082709)","(-0.102939, -0.866735, -0.488032)","(0.165869, -0.854981, -0.49142)",0
13.48,"(-0.00449713, 0.0151309, -5.16302e-06)","(0.997556, 0.02787, -0.0640672)","(-0.00154624, 0.925463, 0.378836)","(0.0699314, -0.377833, 0.923229)","(0.998607, 0.0214168, -0.0482312)","(-0.00154625, 0.925463, 0.378836)","(0.0528317, -0.378226, 0.924204)","(-0.00154624, 0.925463, 0.378836)","(-0.592555, -0.779341, -0.20373)","(0.56461, -0.805838, -0.178439)","(-0.384609, -0.865466, 0.321005)","(0.482101, -0.782997, 0.393057)","(-0.0622465, -0.995184, -0.0757277)","(0.0494084, -0.996845, -0.0621134)","(-0.0675973, -0.870639, -0.487256)","(0.1792, -0.863371, -0.471675)",0
13.5,"(-0.00738444, 0.0153303, -6.47505e-06)","(0.997186, 0.0202713, -0.0721751)","(0.00880598, 0.924652, 0.380713)","(0.0744037, -0.380293, 0.921868)","(0.998255, 0.0142021, -0.0573156)","(0.00880598, 0.924652, 0.380713)","(0.0583512, -0.380588, 0.922902)","(0.00880598, 0.924652, 0.380713)","(-0.535672, -0.81661, -0.214952)","(0.520453, -0.832975, -0.187833)","(-0.332136, -0.883247, 0.331)","(0.375863, -0.831168, 0.40974)","(-0.0528057, -0.995954, -0.072717)","(0.0407699, -0.994114, -0.100376)","(-0.0434019, -0.887341, -0.459067)","(0.180734, -0.815476, -0.549849)",0
13.54,"(-0.00907779, 0.0140675, -8.1432e-06)","(0.996802, 0.0132484, -0.0788003)","(0.0176985, 0.925136, 0.379223)","(0.0779584, -0.379439, 0.921927)","(0.998418, 0.0040588, -0.0560778)","(0.0176985, 0.925136, 0.379223)","(0.0534534, -0.379545, 0.923628)","(0.0176985, 0.925136, 0.379223)","(-0.465649, -0.84805, -0.252945)","(0.428237, -0.878023, -0.213748)","(-0.255985, -0.904019, 0.342377)","(0.163148, -0.88257, 0.440968)","(-0.0424837, -0.997583, -0.0549813)","(0.0346241, -0.99352, -0.108258)","(-0.0436487, -0.906072, -0.420865)","(0.136838, -0.681121, -0.71927)",0
13.58,"(-0.0100681, 0.0118486, -1.18923e-05)","(0.996, 0.00841668, -0.0889515)","(0.0250313, 0.928834, 0.36965)","(0.0858942, -0.37043, 0.924881)","(0.998963, -0.00847766, -0.0447418)","(0.0250313, 0.928834, 0.36965)","(0.0385693, -0.370235, 0.928137)","(0.0250313, 0.928834, 0.36965)","(-0.391811, -0.875038, -0.28424)","(0.319906, -0.925073, -0.204694)","(-0.148134, -0.918528, 0.366554)","(-0.129056, -0.844747, 0.519373)","(-0.0332, -0.999214, -0.0216457)","(0.0265846, -0.992813, -0.116683)","(-0.0537758, -0.92791, -0.368907)","(0.0561749, -0.457699, -0.887331)",0
13.6,"(-0.01077, 0.00949094, -1.56837e-05)","(0.995007, 3.85793e-05, -0.0998087)","(0.0345046, 0.937654, 0.345854)","(0.0937346, -0.347624, 0.932937)","(0.999411, -0.0301071, -0.0165024)","(0.0345046, 0.937654, 0.345854)","(0.00517966, -0.346054, 0.9382)","(0.0345046, 0.937654, 0.345854)","(-0.352217, -0.8853, -0.303623)","(0.225537, -0.970519, -0.0850103)","(-0.0385873, -0.923497, 0.38166)","(-0.376006, -0.641647, 0.668513)","(-0.025015, -0.999626, 0.0110375)","(0.0264079, -0.999634, -0.00586184)","(-0.05353, -0.930026, -0.363575)","(-0.0366031, -0.135494, -0.990102)",0
13.64,"(-0.0111321, 0.00715488, -1.91226e-05)","(0.993497, -0.0120482, -0.113222)","(0.04808, 0.94546, 0.322171)","(0.103493, -0.325625, 0.939818)","(0.998692, -0.0510997, 0.0018974)","(0.04808, 0.94546, 0.322171)","(-0.0179128, -0.321431, 0.946763)","(0.04808, 0.94546, 0.322171)","(-0.344809, -0.892373, -0.291165)","(0.180115, -0.979419, 0.0910893)","(0.0220662, -0.921682, 0.387319)","(-0.450613, -0.340282, 0.825322)","(-0.0186978, -0.999711, 0.0151067)","(0.0459486, -0.994698, 0.0920009)","(-0.0469007, -0.918763, -0.392015)","(-0.0909392, 0.108325, -0.989947)",0
13.68,"(-0.0111321, 0.00715488, -1.91226e-05)","(0.991879, -0.0287237, -0.1239)","(0.065336, 0.950736, 0.303037)","(0.109337, -0.308733, 0.944843)","(0.997358, -0.0718644, 0.010568)","(0.065336, 0.950736, 0.303037)","(-0.0315723, -0.30153, 0.952934)","(0.065336, 0.950736, 0.303037)","(-0.348753, -0.893131, -0.284058)","(0.144103, -0.960966, 0.236174)","(0.0457486, -0.92409, 0.379428)","(-0.424323, -0.099988, 0.899974)","(-0.0127954, -0.999908, -0.00453346)","(0.0740979, -0.978379, 0.19309)","(-0.0377467, -0.898565, -0.437213)","(-0.113828, 0.272772, -0.955321)",0
